age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,total_monthly_expenses,disposable_income,debt_to_income_ratio,expense_to_income_ratio,affordability_ratio,savings_ratio,employment_stability_score,credit_risk_score,financial_health_score,implied_current_emi_burden_ratio
48.0,Female,Married,Graduate,63200.0,Self-employed,3.9,Large Indian,Own,0.0,3,2,5300.0,0.0,4200.0,14800.0,12300.0,Yes,13400.0,624.0,365100.0,85700.0,E-commerce Shopping EMI,113000.0,8,Not_Eligible,3326.4,50000.0,13200.0,0.2120253164556962,0.7911392405063291,0.2088607594936709,7.132911392405063,3.12,0.4390909090909091,0.6734994246260069,0.9486725663716814
48.0,Male,Married,Graduate,52400.0,Self-employed,23.7,Mid-size,Own,0.0,5,4,11900.0,0.0,4500.0,10200.0,6100.0,No,0.0,705.0,253300.0,95700.0,Home Appliances EMI,208000.0,18,Not_Eligible,8865.0,32700.0,19700.0,0.0,0.6240458015267175,0.3759541984732824,6.6603053435114505,18.96,0.7363636363636363,0.7960999306037473,0.0
27.0,Female,Single,High School,24000.0,Private,0.5,Large Indian,Family,0.0,2,1,3100.0,0.0,1800.0,6100.0,3900.0,No,0.0,648.0,137200.0,70400.0,Vehicle EMI,962000.0,57,Not_Eligible,2912.0,14900.0,9100.0,0.0,0.6208333333333333,0.3791666666666666,8.65,0.5,0.6327272727272727,0.7656515151515151,0.0
48.0,Male,Married,Graduate,39000.0,Government,16.7,Small,Own,0.0,4,3,4400.0,12800.0,5700.0,9900.0,3200.0,No,0.0,658.0,274200.0,96500.0,Home Appliances EMI,279000.0,11,Not_Eligible,1815.0,36000.0,3000.0,0.0,0.9230769230769232,0.0769230769230769,9.505128205128203,20.04,0.6509090909090909,0.7106573426573426,0.0
48.0,Male,Married,Professional,64300.0,Government,0.6,Startup,Rented,12700.0,2,1,13800.0,0.0,3300.0,10400.0,11500.0,No,0.0,745.0,477800.0,128300.0,Home Appliances EMI,272000.0,16,Not_Eligible,6930.0,51700.0,12600.0,0.0,0.8040435458786936,0.1959564541213063,9.426127527216174,0.72,0.8090909090909091,0.781918563551534,0.0
27.0,Female,Single,Graduate,28844.0,Government,0.5,Mid-size,Rented,7300.0,3,2,0.0,0.0,2600.0,5900.0,3500.0,No,0.0,665.0,69400.0,26800.0,Vehicle EMI,292000.0,84,Not_Eligible,4300.0,19300.0,9544.0,0.0,0.669116627374844,0.330883372625156,3.335182360282901,0.6,0.6636363636363637,0.6653785252329144,0.0
32.0,Male,Married,Professional,60900.0,Private,1.9,Mid-size,Rented,19700.0,2,1,12000.0,0.0,9000.0,14200.0,8200.0,Yes,10300.0,693.0,51000.0,27600.0,Personal Loan EMI,568000.0,50,Not_Eligible,500.0,73400.0,-12500.0,0.1691297208538587,1.2052545155993433,-0.2052545155993431,1.29064039408867,1.9,0.5645454545454546,0.4057511568890879,0.9066901408450704
58.0,Female,Married,Graduate,38900.0,Private,4.9,Large Indian,Own,0.0,3,2,0.0,0.0,5000.0,10600.0,5700.0,No,0.0,662.0,124500.0,29600.0,Personal Loan EMI,941000.0,14,Not_Eligible,8800.0,21300.0,17600.0,0.0,0.5475578406169666,0.4524421593830334,3.961439588688946,4.9,0.6581818181818182,0.725629352652489,0.0
27.0,Male,Single,Graduate,11125.0,Government,0.5,MNC,Rented,5900.0,3,2,0.0,23600.0,4100.0,7800.0,5300.0,No,0.0,828.0,265500.0,159100.0,Education EMI,495000.0,22,Not_Eligible,500.0,46700.0,-35575.0,0.0,4.197752808988764,-3.197752808988764,38.16629213483146,0.6,0.96,0.588,0.0
58.0,Female,Married,Post Graduate,79700.0,Private,7.6,Startup,Rented,15300.0,3,2,12400.0,21200.0,10400.0,13700.0,8200.0,Yes,19900.0,760.0,407300.0,185500.0,Personal Loan EMI,957000.0,12,Not_Eligible,500.0,101100.0,-21400.0,0.2496863237139272,1.2685069008782937,-0.2685069008782936,7.437892095357591,7.6,0.6863636363636363,0.6522077107334321,0.2495297805642633
38.0,Female,Married,Post Graduate,60876.0,Private,1.8,Startup,Own,0.0,4,3,12200.0,9700.0,5300.0,10400.0,5900.0,No,0.0,777.0,116800.0,60300.0,Education EMI,169000.0,17,Not_Eligible,8496.0,43500.0,17376.0,0.0,0.7145673171693279,0.2854326828306722,2.9091924567974243,1.8,0.8672727272727273,0.691819902155798,0.0
27.0,Male,Single,Graduate,36700.0,Government,0.5,Mid-size,Rented,11500.0,1,0,0.0,0.0,3600.0,10900.0,4700.0,Yes,6000.0,780.0,287700.0,126100.0,Vehicle EMI,728000.0,26,Not_Eligible,500.0,36700.0,0.0,0.1634877384196185,1.0,0.0,11.275204359673024,0.6,0.7227272727272727,0.7168181818181818,0.2142857142857142
27.0,Male,Single,Graduate,44900.0,Private,0.5,Startup,Rented,14400.0,1,0,0.0,0.0,2500.0,11200.0,8900.0,Yes,12100.0,737.0,196000.0,144300.0,Home Appliances EMI,171000.0,21,Not_Eligible,500.0,49100.0,-4200.0,0.2694877505567928,1.0935412026726057,-0.0935412026726058,7.579064587973274,0.5,0.6445454545454545,0.6746553958291153,1.4859649122807017
27.0,Male,Single,Graduate,37400.0,Private,0.7,Startup,Family,0.0,2,1,10600.0,0.0,2800.0,6900.0,6600.0,No,0.0,645.0,111000.0,56100.0,Vehicle EMI,1185000.0,34,Not_Eligible,3360.0,26900.0,10500.0,0.0,0.7192513368983957,0.2807486631016043,4.467914438502674,0.7,0.6272727272727273,0.7124064171122995,0.0
48.0,Male,Married,Graduate,72800.0,Private,0.7,Startup,Rented,21900.0,3,2,5800.0,0.0,4200.0,18000.0,4700.0,Yes,20100.0,734.0,71300.0,14900.0,Personal Loan EMI,757000.0,23,Not_Eligible,500.0,74700.0,-1900.0,0.2760989010989011,1.026098901098901,-0.0260989010989011,1.184065934065934,0.7,0.639090909090909,0.4575514485514485,0.6107001321003963
48.0,Male,Married,Graduate,44900.0,Private,3.8,MNC,Own,0.0,2,1,14200.0,0.0,3700.0,10800.0,7800.0,Yes,13000.0,693.0,306700.0,133400.0,Personal Loan EMI,861000.0,29,Not_Eligible,500.0,49500.0,-4600.0,0.289532293986637,1.1024498886414251,-0.1024498886414253,9.801781737193764,3.8,0.5645454545454546,0.6488736586353513,0.437862950058072
32.0,Male,Married,Graduate,7068.0,Private,10.0,MNC,Own,0.0,2,1,0.0,0.0,2300.0,7000.0,2200.0,Yes,4200.0,591.0,78100.0,28000.0,E-commerce Shopping EMI,81000.0,11,Not_Eligible,2744.0,15700.0,-8632.0,0.5942275042444821,2.221279003961517,-1.221279003961517,15.011318619128469,10.0,0.379090909090909,0.4137272727272727,0.5703703703703703
38.0,Male,Married,Graduate,33900.0,Government,0.5,Large Indian,Own,0.0,3,2,5500.0,0.0,4500.0,9800.0,4600.0,Yes,7500.0,718.0,235500.0,130100.0,Home Appliances EMI,205000.0,20,Not_Eligible,770.0,31900.0,2000.0,0.2212389380530973,0.9410029498525072,0.0589970501474926,10.784660766961652,0.6,0.61,0.6947994100294985,0.7317073170731707
48.0,Male,Married,High School,46100.0,Private,5.1,MNC,Own,0.0,3,2,3100.0,21100.0,3100.0,10000.0,3100.0,Yes,12400.0,646.0,137700.0,60000.0,Education EMI,436000.0,43,Not_Eligible,500.0,52800.0,-6700.0,0.2689804772234273,1.1453362255965294,-0.1453362255965292,4.288503253796096,5.1,0.4790909090909091,0.5719702228357326,1.222935779816514
27.0,Female,Single,Graduate,26400.0,Private,4.2,MNC,Family,0.0,1,0,0.0,0.0,2300.0,5200.0,3000.0,Yes,4100.0,711.0,132800.0,35500.0,E-commerce Shopping EMI,162000.0,18,Not_Eligible,4130.0,14600.0,11800.0,0.1553030303030303,0.553030303030303,0.4469696969696969,6.375,4.2,0.5972727272727273,0.7685757575757577,0.4555555555555555
32.0,Male,Married,Graduate,43200.0,Private,4.2,Large Indian,Own,0.0,2,1,12700.0,0.0,3500.0,10200.0,5300.0,No,0.0,711.0,213300.0,76700.0,E-commerce Shopping EMI,152000.0,21,Not_Eligible,5750.0,31700.0,11500.0,0.0,0.7337962962962963,0.2662037037037037,6.712962962962963,4.2,0.7472727272727273,0.777422558922559,0.0
32.0,Female,Married,Post Graduate,24200.0,Private,1.7,Large Indian,Rented,6200.0,2,1,5500.0,0.0,2700.0,5500.0,2200.0,No,0.0,638.0,108300.0,49600.0,Personal Loan EMI,130000.0,53,Not_Eligible,840.0,22100.0,2100.0,0.0,0.9132231404958676,0.0867768595041322,6.524793388429752,1.7,0.6145454545454545,0.7017190082644629,0.0
32.0,Female,Married,Professional,30900.0,Government,5.1,Startup,Family,0.0,3,2,5800.0,0.0,2800.0,8600.0,4200.0,Yes,4200.0,809.0,164300.0,74000.0,Education EMI,256000.0,37,Not_Eligible,2448.6,25600.0,5300.0,0.1359223300970873,0.8284789644012945,0.1715210355987055,7.711974110032362,6.119999999999999,0.7754545454545454,0.7669405707561048,0.60703125
27.0,Female,Single,Graduate,46200.0,Private,0.6,MNC,Rented,10000.0,2,1,10200.0,0.0,6300.0,10900.0,3800.0,Yes,11900.0,696.0,349800.0,74300.0,Vehicle EMI,685000.0,23,Not_Eligible,500.0,53100.0,-6900.0,0.2575757575757575,1.1493506493506491,-0.1493506493506493,9.17965367965368,0.6,0.57,0.6411298701298701,0.3995620437956204
32.0,Female,Married,Graduate,43200.0,Private,4.8,Large Indian,Rented,7700.0,3,2,13700.0,0.0,5100.0,7200.0,3600.0,No,0.0,726.0,328900.0,87200.0,Personal Loan EMI,909000.0,36,Not_Eligible,3245.0,37300.0,5900.0,0.0,0.8634259259259259,0.136574074074074,9.631944444444445,4.8,0.7745454545454545,0.7596784511784511,0.0
48.0,Male,Married,Post Graduate,24500.0,Private,4.4,Small,Own,0.0,3,2,3400.0,0.0,1800.0,4100.0,4900.0,No,0.0,671.0,152500.0,37000.0,Vehicle EMI,1125000.0,57,Not_Eligible,5665.0,14200.0,10300.0,0.0,0.5795918367346938,0.4204081632653061,7.73469387755102,4.4,0.6745454545454546,0.7864452690166976,0.0
48.0,Male,Single,Graduate,23600.0,Private,13.8,MNC,Rented,8000.0,1,0,0.0,0.0,2600.0,4100.0,1800.0,No,0.0,710.0,163400.0,49000.0,Personal Loan EMI,764000.0,58,Not_Eligible,3905.0,16500.0,7100.0,0.0,0.6991525423728814,0.3008474576271186,9.0,13.8,0.7454545454545455,0.7838058551617874,0.0
27.0,Male,Single,Professional,34000.0,Government,1.9,Large Indian,Rented,6900.0,2,1,0.0,8900.0,4500.0,7800.0,2200.0,Yes,4100.0,652.0,115900.0,36800.0,E-commerce Shopping EMI,39000.0,16,Not_Eligible,500.0,34400.0,-400.0,0.1205882352941176,1.011764705882353,-0.0117647058823529,4.491176470588235,2.28,0.49,0.6141176470588234,1.682051282051282
32.0,Male,Married,High School,86200.0,Private,0.5,Large Indian,Rented,24700.0,3,2,8500.0,0.0,5200.0,15600.0,8300.0,No,0.0,835.0,184600.0,43300.0,Vehicle EMI,449000.0,20,Not_Eligible,11472.0,62300.0,23900.0,0.0,0.722737819025522,0.2772621809744779,2.6438515081206497,0.5,0.9727272727272728,0.7059017085003164,0.0
58.0,Male,Married,High School,26900.0,Government,25.4,Mid-size,Family,0.0,2,1,14200.0,24300.0,2000.0,5900.0,3700.0,No,0.0,795.0,195600.0,46200.0,Personal Loan EMI,139000.0,32,Not_Eligible,500.0,50100.0,-23200.0,0.0,1.862453531598513,-0.862453531598513,8.988847583643123,30.48,0.9,0.5975092936802975,0.0
48.0,Male,Married,Post Graduate,69100.0,Government,0.5,MNC,Own,0.0,2,1,11700.0,12300.0,7000.0,16800.0,9600.0,Yes,13300.0,624.0,254700.0,128800.0,Personal Loan EMI,453000.0,29,Not_Eligible,500.0,70700.0,-1600.0,0.1924746743849493,1.0231548480463095,-0.0231548480463096,5.549927641099855,0.6,0.4390909090909091,0.6270963031180108,0.8514348785871965
32.0,Male,Married,Professional,161800.0,Government,0.5,Startup,Own,0.0,3,2,5500.0,0.0,14000.0,33400.0,13800.0,Yes,26800.0,759.0,183400.0,62000.0,Vehicle EMI,1342000.0,23,Not_Eligible,22948.8,93500.0,68300.0,0.1656365883807169,0.5778739184177998,0.4221260815822003,1.5166872682323858,0.6,0.6845454545454546,0.5807900887740196,0.4593144560357675
32.0,Female,Married,Graduate,74200.0,Private,0.5,Mid-size,Family,0.0,2,1,0.0,0.0,9100.0,17900.0,10000.0,No,0.0,708.0,475800.0,100900.0,Vehicle EMI,1152000.0,75,Not_Eligible,16368.0,37000.0,37200.0,0.0,0.4986522911051212,0.5013477088948787,7.772237196765499,0.5,0.7418181818181818,0.8228149963244304,0.0
48.0,Male,Married,Professional,42000.0,Private,3.2,Large Indian,Rented,8000.0,2,1,0.0,0.0,4100.0,8000.0,4700.0,No,0.0,649.0,281000.0,134600.0,Vehicle EMI,1032000.0,47,Not_Eligible,7568.0,24800.0,17200.0,0.0,0.5904761904761905,0.4095238095238095,9.895238095238096,3.2,0.6345454545454545,0.7722683982683982,0.0
38.0,Male,Married,Graduate,30900.0,Private,3.9,MNC,Family,0.0,3,2,0.0,0.0,1900.0,7800.0,5700.0,Yes,6700.0,639.0,169200.0,87300.0,Education EMI,99000.0,45,Not_Eligible,2464.0,22100.0,8800.0,0.2168284789644013,0.7152103559870551,0.284789644012945,8.300970873786408,3.9,0.4663636363636363,0.69686701971168,3.0454545454545454
48.0,Female,Married,Graduate,52700.0,Private,2.1,Large Indian,Rented,18200.0,4,3,0.0,0.0,5500.0,8900.0,7400.0,Yes,9900.0,618.0,50400.0,12200.0,Personal Loan EMI,755000.0,37,Not_Eligible,627.2,49900.0,2800.0,0.1878557874762808,0.9468690702087288,0.0531309297912713,1.1878557874762807,2.1,0.4281818181818181,0.4103520786613766,0.4851655629139073
38.0,Female,Married,Graduate,36000.0,Government,1.7,MNC,Family,0.0,2,1,12500.0,24000.0,2600.0,6700.0,6700.0,No,0.0,742.0,138200.0,48300.0,Education EMI,330000.0,15,Not_Eligible,500.0,52500.0,-16500.0,0.0,1.4583333333333333,-0.4583333333333333,5.180555555555555,2.04,0.8036363636363636,0.6494242424242425,0.0
32.0,Female,Married,Post Graduate,37600.0,Government,0.5,Mid-size,Rented,7500.0,3,2,14500.0,0.0,3400.0,6300.0,3100.0,No,0.0,736.0,217500.0,60300.0,Vehicle EMI,377000.0,50,Not_Eligible,1400.0,34800.0,2800.0,0.0,0.925531914893617,0.0744680851063829,7.388297872340425,0.6,0.7927272727272727,0.7527117988394585,0.0
48.0,Female,Married,Post Graduate,71700.0,Private,16.5,Startup,Own,0.0,3,2,0.0,0.0,10100.0,11300.0,10700.0,Yes,9300.0,630.0,61700.0,32600.0,Home Appliances EMI,238000.0,10,Not_Eligible,6787.2,41400.0,30300.0,0.1297071129707113,0.5774058577405857,0.4225941422594142,1.3152022315202232,16.5,0.4499999999999999,0.4984309623430962,0.3907563025210084
38.0,Male,Single,Post Graduate,39400.0,Private,0.5,MNC,Rented,11300.0,2,1,0.0,0.0,4200.0,6800.0,2700.0,Yes,5600.0,636.0,207400.0,60300.0,E-commerce Shopping EMI,73000.0,6,Not_Eligible,1971.2,30600.0,8800.0,0.1421319796954314,0.7766497461928934,0.2233502538071066,6.794416243654823,0.5,0.4609090909090909,0.6829427780341486,0.4602739726027397
32.0,Female,Married,Post Graduate,120900.0,Private,1.5,Mid-size,Rented,36700.0,4,3,2900.0,0.0,17300.0,21300.0,17300.0,Yes,20000.0,512.0,135300.0,42100.0,Home Appliances EMI,105000.0,20,Not_Eligible,756.0,115500.0,5400.0,0.1654259718775848,0.955334987593052,0.0446650124069478,1.467328370554177,1.5,0.2354545454545454,0.3676090683510038,3.809523809523809
38.0,Male,Married,Graduate,69600.0,Self-employed,7.5,Mid-size,Family,0.0,4,3,0.0,0.0,8900.0,13900.0,9900.0,Yes,12200.0,620.0,254500.0,145600.0,Vehicle EMI,1412000.0,72,Not_Eligible,6224.4,44900.0,24700.0,0.1752873563218391,0.6451149425287356,0.3548850574712643,5.748563218390805,6.0,0.4318181818181817,0.7005224660397074,0.6220963172804533
38.0,Female,Married,Graduate,81200.0,Government,15.6,Large Indian,Rented,12500.0,3,2,0.0,0.0,7300.0,21100.0,10500.0,Yes,9500.0,652.0,303600.0,178600.0,Personal Loan EMI,720000.0,15,Not_Eligible,7815.5,60900.0,20300.0,0.1169950738916256,0.75,0.25,5.938423645320197,18.72,0.49,0.6970000000000001,0.1979166666666666
27.0,Male,Single,Graduate,61000.0,Private,1.8,Large Indian,Rented,11700.0,2,1,0.0,0.0,4900.0,9500.0,5100.0,Yes,13100.0,664.0,103900.0,38400.0,Vehicle EMI,866000.0,64,Not_Eligible,4676.0,44300.0,16700.0,0.2147540983606557,0.7262295081967213,0.2737704918032786,2.332786885245901,1.8,0.5118181818181818,0.5482667660208643,0.9681293302540416
48.0,Female,Married,Post Graduate,71000.0,Government,13.4,MNC,Own,0.0,2,1,0.0,20300.0,9600.0,20400.0,6600.0,Yes,9800.0,676.0,536300.0,294800.0,Education EMI,193000.0,7,Not_Eligible,1821.05,66700.0,4300.0,0.1380281690140845,0.9394366197183098,0.0605633802816901,11.705633802816902,16.08,0.5336363636363636,0.672203585147247,0.355440414507772
38.0,Male,Married,Post Graduate,96000.0,Private,2.4,Large Indian,Family,0.0,4,3,11100.0,0.0,7400.0,26400.0,11100.0,Yes,18900.0,596.0,280100.0,63600.0,Vehicle EMI,428000.0,23,Not_Eligible,5908.0,74900.0,21100.0,0.196875,0.7802083333333333,0.2197916666666666,3.580208333333333,2.4,0.3881818181818182,0.5752253787878787,1.0156542056074769
27.0,Male,Single,High School,48000.0,Private,2.3,Large Indian,Rented,10900.0,3,2,0.0,0.0,7000.0,8700.0,8400.0,No,0.0,662.0,53300.0,29100.0,Home Appliances EMI,189000.0,7,Not_Eligible,5200.0,35000.0,13000.0,0.0,0.7291666666666666,0.2708333333333333,1.7166666666666666,2.3,0.6581818181818182,0.5546212121212121,0.0
48.0,Male,Married,Graduate,22000.0,Self-employed,24.7,Mid-size,Rented,5000.0,3,2,0.0,18300.0,2800.0,3900.0,1100.0,Yes,5400.0,767.0,50000.0,15600.0,Education EMI,82000.0,44,Not_Eligible,500.0,36500.0,-14500.0,0.2454545454545454,1.6590909090909092,-0.6590909090909091,2.981818181818182,19.76,0.6990909090909091,0.4568181818181819,2.897560975609756
48.0,Male,Married,Graduate,50300.0,Private,11.9,Small,Own,0.0,3,2,11600.0,0.0,6200.0,12100.0,4600.0,No,0.0,777.0,84400.0,26400.0,Vehicle EMI,654000.0,43,Not_Eligible,7584.0,34500.0,15800.0,0.0,0.6858846918489065,0.3141153081510934,2.2027833001988077,11.9,0.8672727272727273,0.6551718778239652,0.0
32.0,Female,Single,Post Graduate,69900.0,Private,3.3,Mid-size,Rented,23700.0,2,1,0.0,8700.0,4400.0,12900.0,13600.0,No,0.0,787.0,74400.0,24300.0,Personal Loan EMI,153000.0,23,Not_Eligible,3168.0,63300.0,6600.0,0.0,0.9055793991416308,0.0944206008583691,1.4120171673819744,3.3,0.8854545454545455,0.5692415138509559,0.0
32.0,Female,Married,Graduate,73400.0,Government,1.6,Large Indian,Rented,19600.0,3,2,5200.0,0.0,8400.0,15800.0,8100.0,Yes,9800.0,608.0,454100.0,226200.0,Education EMI,423000.0,44,Not_Eligible,2002.0,66900.0,6500.0,0.1335149863760218,0.9114441416893732,0.0885558583106267,9.268392370572206,1.92,0.41,0.6407111716621254,1.019385342789598
48.0,Female,Single,Graduate,29800.0,Private,7.2,Mid-size,Rented,8700.0,2,1,7200.0,0.0,4100.0,4500.0,2700.0,No,0.0,724.0,59500.0,33200.0,Vehicle EMI,783000.0,77,Not_Eligible,1040.0,27200.0,2600.0,0.0,0.912751677852349,0.087248322147651,3.110738255033557,7.2,0.7709090909090909,0.6353666870042709,0.0
48.0,Female,Married,Graduate,35000.0,Private,8.2,MNC,Own,0.0,2,1,8100.0,0.0,2100.0,6200.0,4300.0,Yes,8000.0,617.0,93900.0,40400.0,Personal Loan EMI,772000.0,16,Not_Eligible,1764.0,28700.0,6300.0,0.2285714285714285,0.82,0.18,3.837142857142857,8.2,0.4263636363636364,0.5941376623376623,0.1658031088082901
38.0,Female,Married,Graduate,67000.0,Private,11.6,Mid-size,Own,0.0,3,2,0.0,10800.0,4700.0,14300.0,12200.0,No,0.0,778.0,76000.0,37200.0,E-commerce Shopping EMI,72000.0,3,Not_Eligible,12000.0,42000.0,25000.0,0.0,0.6268656716417911,0.373134328358209,1.68955223880597,11.6,0.8690909090909091,0.6367272727272727,0.0
32.0,Female,Married,Graduate,29800.0,Government,0.6,MNC,Family,0.0,4,3,0.0,23700.0,1900.0,8900.0,4200.0,No,0.0,637.0,127700.0,65900.0,E-commerce Shopping EMI,164000.0,3,Not_Eligible,500.0,38700.0,-8900.0,0.0,1.2986577181208054,-0.2986577181208054,6.496644295302014,0.72,0.6127272727272727,0.6240866381940207,0.0
38.0,Female,Married,Professional,115400.0,Government,5.2,Large Indian,Rented,39900.0,2,1,12000.0,0.0,13400.0,19700.0,22900.0,No,0.0,774.0,770000.0,247200.0,Vehicle EMI,690000.0,71,Not_Eligible,5445.0,107900.0,7500.0,0.0,0.9350086655112652,0.0649913344887348,8.814558058925476,6.24,0.8618181818181818,0.7715437214432015,0.0
58.0,Male,Married,High School,28000.0,Private,9.2,Large Indian,Rented,8900.0,5,4,0.0,10700.0,2300.0,7800.0,1900.0,No,0.0,708.0,196000.0,87700.0,Home Appliances EMI,213000.0,14,Not_Eligible,500.0,31600.0,-3600.0,0.0,1.1285714285714286,-0.1285714285714285,10.132142857142858,9.2,0.7418181818181818,0.6968311688311688,0.0
58.0,Female,Married,Graduate,51500.0,Private,1.7,Mid-size,Rented,11400.0,5,4,13900.0,0.0,5800.0,9300.0,8300.0,Yes,5600.0,673.0,102800.0,27000.0,Education EMI,234000.0,27,Not_Eligible,500.0,54300.0,-2800.0,0.1087378640776699,1.054368932038835,-0.0543689320388349,2.520388349514563,1.7,0.5281818181818182,0.4988040600176522,0.6461538461538462
32.0,Male,Married,Graduate,42900.0,Government,6.4,Mid-size,Family,0.0,3,2,8800.0,0.0,5300.0,12800.0,3200.0,No,0.0,761.0,24800.0,8600.0,Vehicle EMI,1335000.0,45,Not_Eligible,6758.4,30100.0,12800.0,0.0,0.7016317016317016,0.2983682983682983,0.7785547785547785,7.68,0.8381818181818181,0.5578414918414918,0.0
48.0,Male,Married,High School,33300.0,Private,6.9,Startup,Rented,10300.0,3,2,0.0,11300.0,5000.0,9600.0,4500.0,Yes,4500.0,729.0,25900.0,7100.0,Vehicle EMI,719000.0,73,Not_Eligible,500.0,45200.0,-11900.0,0.1351351351351351,1.3573573573573574,-0.3573573573573573,0.990990990990991,6.9,0.63,0.376987987987988,0.4568845618915159
58.0,Male,Married,Post Graduate,23400.0,Private,12.4,MNC,Rented,4600.0,2,1,3800.0,0.0,2700.0,5700.0,3000.0,Yes,5000.0,668.0,96400.0,20000.0,E-commerce Shopping EMI,27000.0,10,Not_Eligible,500.0,24800.0,-1400.0,0.2136752136752136,1.0598290598290598,-0.0598290598290598,4.974358974358975,12.4,0.519090909090909,0.6422229992229992,1.851851851851852
32.0,Female,Married,Post Graduate,34800.0,Private,2.3,Mid-size,Rented,9500.0,3,2,2500.0,0.0,3300.0,6400.0,6200.0,No,0.0,670.0,261500.0,128900.0,Personal Loan EMI,845000.0,34,Not_Eligible,3795.0,27900.0,6900.0,0.0,0.8017241379310345,0.1982758620689655,11.218390804597702,2.3,0.6727272727272727,0.7414733542319749,0.0
48.0,Male,Single,Graduate,82300.0,Private,9.8,Startup,Own,0.0,3,2,4500.0,15000.0,8600.0,18100.0,5100.0,Yes,14500.0,752.0,532500.0,265400.0,Personal Loan EMI,573000.0,17,Not_Eligible,7623.0,65800.0,16500.0,0.1761846901579586,0.7995139732685298,0.2004860267314702,9.69501822600243,9.8,0.6718181818181818,0.7416426598917486,0.4301919720767888
59.0,Female,Married,Professional,55501.0,Private,8.0,Mid-size,Family,0.0,3,2,6100.0,0.0,4700.0,15300.0,4600.0,No,0.0,692.0,101200.0,31400.0,Home Appliances EMI,124000.0,14,Not_Eligible,9160.0,30700.0,24801.0,0.0,0.5531431866092503,0.4468568133907497,2.389146141510964,8.0,0.7127272727272728,0.6465383129869896,0.0
32.0,Female,Single,Post Graduate,28000.0,Private,0.7,MNC,Rented,9600.0,2,1,0.0,0.0,3300.0,7900.0,4500.0,No,0.0,708.0,137800.0,78300.0,Personal Loan EMI,718000.0,23,Not_Eligible,1080.0,25300.0,2700.0,0.0,0.9035714285714286,0.0964285714285714,7.7178571428571425,0.7,0.7418181818181818,0.7418311688311688,0.0
48.0,Female,Married,Post Graduate,79800.0,Private,9.3,Mid-size,Own,0.0,3,2,7100.0,18100.0,11700.0,22800.0,12000.0,No,0.0,735.0,274900.0,59400.0,E-commerce Shopping EMI,108000.0,9,Not_Eligible,4050.0,71700.0,8100.0,0.0,0.8984962406015038,0.1015037593984962,4.18922305764411,9.3,0.7909090909090909,0.7089268626110732,0.0
38.0,Male,Married,Graduate,75200.0,Private,12.3,MNC,Rented,17900.0,2,1,11100.0,6000.0,10300.0,19100.0,8800.0,No,0.0,700.0,471800.0,238600.0,E-commerce Shopping EMI,56000.0,19,Not_Eligible,1100.0,73200.0,2000.0,0.0,0.973404255319149,0.026595744680851,9.4468085106383,12.3,0.7272727272727273,0.7235009671179884,0.0
58.0,Male,Married,High School,36400.0,Private,35.5,Startup,Rented,5800.0,2,1,0.0,0.0,4300.0,9700.0,5200.0,Yes,4600.0,691.0,192600.0,82300.0,Personal Loan EMI,772000.0,41,Not_Eligible,2380.0,29600.0,6800.0,0.1263736263736263,0.8131868131868132,0.1868131868131868,7.552197802197802,35.5,0.5609090909090909,0.7056353646353646,0.244300518134715
38.0,Male,Married,Professional,62100.0,Private,4.7,MNC,Own,0.0,3,2,0.0,0.0,6700.0,12500.0,6600.0,No,0.0,714.0,56700.0,16500.0,Personal Loan EMI,645000.0,12,Not_Eligible,14520.0,25800.0,36300.0,0.0,0.4154589371980676,0.5845410628019324,1.178743961352657,4.7,0.7527272727272727,0.6134510320597277,0.0
27.0,Male,Single,Professional,30000.0,Private,0.9,Mid-size,Family,0.0,1,0,0.0,0.0,2400.0,8300.0,5300.0,Yes,4000.0,657.0,82300.0,25000.0,Education EMI,379000.0,19,Not_Eligible,2800.0,20000.0,10000.0,0.1333333333333333,0.6666666666666666,0.3333333333333333,3.5766666666666667,0.9,0.499090909090909,0.6309939393939394,0.2005277044854881
48.0,Male,Married,Graduate,21300.0,Private,0.6,MNC,Own,0.0,5,4,10200.0,0.0,1800.0,3800.0,2500.0,Yes,2300.0,667.0,74300.0,27700.0,Home Appliances EMI,192000.0,6,Not_Eligible,500.0,20600.0,700.0,0.107981220657277,0.9671361502347418,0.0328638497652582,4.788732394366197,0.6,0.5172727272727272,0.6490785317968416,0.071875
38.0,Male,Married,High School,41400.0,Government,0.5,Large Indian,Family,0.0,2,1,14900.0,0.0,5800.0,9700.0,5900.0,No,0.0,645.0,215000.0,121500.0,Vehicle EMI,650000.0,31,Not_Eligible,2040.0,36300.0,5100.0,0.0,0.8768115942028986,0.1231884057971014,8.128019323671497,0.6,0.6272727272727273,0.7128194993412384,0.0
